公司,date,code,TEJ子產業_名稱,Q資產報酬率 (C),Q資產報酬率(A)%,Q資產報酬率(B)%,Q淨值報酬率─稅後,Q淨值報酬率─常續性利益,Q營業毛利率,Q已實現銷貨毛利率,Q營業利益率,Q稅前淨利率,Q稅後淨利率,Q業外收支率,Q常續利益率(稅後),Q員工人數,Q營業費用率,Q現金流量比率,Q有息負債利率,Q稅率 (A)%,Q每股淨值 (B),Q每股淨值 (A),Q每股淨值 (C),Q常續性EPS,Q每股現金流量,Q每股營業額(元),Q每股營業利益(元),Q每股稅前淨利(元),Q每股淨值(F),Q營收成長率,Q毛利成長率,Q已實現銷貨毛利成長率,Q營業利益成長率,Q稅前淨利成長率,Q稅後淨利成長率,Q經常淨利成長率,Q常續性利益成長率(稅後),Q總資產成長率,Q淨值成長率,Q總資產報酬成長率,Q營收變動率,Q營業利益變動率,Q稅後淨利變動率(單季),Q流動比率,Q速動比率,Q利息支出率,Q總負債/總淨值比,Q負債比率,Q淨值 /總資產,Q借款依存度,Q營業利益占實收資本比,Q稅前純益 /實收資本,Q總資產週轉率(次),Q應收帳款週轉率(次),Q應收帳款收現天數,Q存貨週轉率 (次),Q平均售貨天數,Q固定資產週轉率 (次),Q淨值週轉率 (次),Q應付帳款付現天數,Q淨營業週期 (日),Q每人營收,Q每人營業利益,Q每人配備率,Q當季季底股價淨值比,Q當季季底 PSR,季底普通股市值,return
2542 興富發,2013-09-30,2542,建設,1.29,1.27,1.25,4.01,3.85,33.02,33.02,21.59,20.88,19.23,-0.7,18.45,515,11.43,-3.3499999999999996,1.05,7.93,34.9,34.9,34.9,13.219999999999999,-3.72,7.96,1.72,1.66,34.9,105.11,59.08,59.08,71.26,98.44000000000001,167.87,167.87,155.76,8.77,49.83,0.66,-1.54,-16.09,40.98,135.81,7.68,42.04,286.87,74.15,25.85,197.47,16.97,16.41,0.05,8.15,11.16,0.04,2041.1699999999998,5.24,0.21,122.94000000000001,1929.4,9130,1971,1756.11,1.89,1.07,39007204,0.0891376451077943
2545 皇翔,2013-09-30,2545,建設,1.35,1.22,1.29,3.14,3.27,57.57,57.57,34.4,27.650000000000002,25.88,-6.75,26.979999999999997,127,23.17,-0.08,1.01,6.38,32.660000000000004,32.660000000000004,32.660000000000004,13.48,-0.05,3.9,1.34,1.08,32.66,-73.31,-73.96000000000001,-73.96000000000001,-82.7,-86.33,-86.82,-86.82,-86.06,-4.14,22.47,-5.91,-42.25,-58.39,-59.790000000000006,135.81,12.3,50.37,248.98000000000002,71.35,28.65,227.88000000000002,13.41,10.78,0.03,4.59,19.830000000000002,0.02,3894.51,0.2,0.12,128.37,3785.9700000000003,10061,3461,53112.21,1.9,1.93,20319508,-0.15353867857982603
2547 日勝生,2013-09-30,2547,建設,13.25,13.01,13.14,78.19,78.15,39.839999999999996,39.839999999999996,37.99,37.42,37.36,-0.5700000000000001,37.339999999999996,915,1.85,40.11,1,0.15,18.14,18.14,18.14,8.6,18.78,27.57,10.48,10.36,18.07,5963.660000000001,3050.62,3050.62,7137.03,7079.39,6300.44,6300.44,5736.21,-4.39,86.95,11.47,5181.7,6674.7,2709.88,105.43,10.15,4.3,292.51,74.52,25.48,178.18,105.16999999999999,103.59,0.34,259,0.35,0.47000000000000003,194.9,2.2800000000000002,2.09,18.82,176.42000000000002,25544,9704,11237.68,1.42,0.88,21741633,-0.05391527599486528
2548 華固,2013-09-30,2548,建設,-0.08,-0.12,-0.11,-0.66,-0.66,34.120000000000005,34.120000000000005,-76.14999999999999,-80.5,-80.26,-4.35,-80.26,150,110.27,-7.06,1.2,0,46.11,46.11,46.11,20.93,-4.21,0.39,-0.3,-0.32,46.11,-67.46000000000001,-74.27,-74.27,-323.34000000000003,-697.63,-454.18,-454.18,-454.18,8.44,53.83,-0.29,-47.349999999999994,3.36,22.41,187.4,6.1499999999999995,-317.55,137.15,57.83,42.17,99.49000000000001,-2.98,-3.15,0,1.3,70.04,0,33036.71,6.79,0.01,850,32256.760000000002,722,-550,109.97,1.88,1.5,23971919,-0.14586658155122875
2923 鼎固-KY,2013-09-30,2923,建設,1.22,0.84,0.86,0.98,0.98,37.55,37.55,31.91,24.19,14.93,-7.72,14.93,582,5.64,-22.19,2.04,38.27,26.35,26.35,26.35,0.91,-1.38,1.83,0.58,0.44,17.48,123.96000000000001,112.26,112.26,187.66,1582.92,1513.8899999999999,1513.8899999999999,1515.6399999999999,42.42,72.32,0.3,87.19,44.54,49.32,406.86,70.28,80.28,116.32,53.77,46.23,70.76,5.85,4.430000000000001,0.03,11.25,8.09,0.06,1445.96,4.1899999999999995,0.07,67.44000000000001,1386.6,5479,1748,1293.9,0.99,4.61,45595755,-0.17029862792574665
3052 夆典,2013-09-30,3052,建設,2.7,2.58,2.65,10.1,10.17,14.8,14.8,9.91,9.729999999999999,9.75,-0.18,9.83,365,4.89,14.98,0.89,0,10.25,10.25,10.25,0.97,4.73,11.03,1.09,1.07,10.25,284.71999999999997,938.59,938.59,1625.93,1361.02,1954.8,1954.8,1786.57,-0.81,4.14,2.37,155.79,2732.8500000000004,2817.3300000000004,127.05,13.350000000000001,17.150000000000002,282.28,73.84,26.16,177.10999999999999,9.61,9.44,0.24,5.9,15.42,0.38,241.63,8.92,1.04,34.99,222.07,5410,536,612.8399999999999,1.69,0.81,3095860,0.2206726825266613
3056 總太,2013-09-30,3056,建設,10.39,9.54,9.5,27.87,27.7,37.89,37.89,31.21,31.56,28.9,0.33999999999999997,28.73,118,6.68,34.71,1,8.41,18.45,18.45,18.45,9.360000000000001,8.49,14.86,4.64,4.82,18.45,7470.14,24027.05,24027.05,6835.09,7066.23,2646.57,2646.57,2630.9700000000003,27.9,105.11999999999999,9.79,215.13,170.03,132.96,180.36,59.8,3.4899999999999998,154.55,60.71,39.29,76.38,47.730000000000004,48.260000000000005,0.33,95.22,0.96,0.32,284.16,62.51,0.96,38.49,246.62,18249,5696,481.63,1.79,1.04,4644430,-0.21968962172647918
5522 遠雄,2013-09-30,5522,建設,1.72,1.55,1.54,3.25,3.21,40.48,40.48,30.91,29.279999999999998,26.88,-1.6300000000000001,26.56,290,9.58,0.51,1.41,8.19,39.43,39.43,39.43,10.09,0.25,4.43,1.37,1.41,39.43,111.02,125.09,125.09,87.81,145.37,243.54,243.54,272.22999999999996,11.18,20.25,1.03,-52.61,-59.349999999999994,-56.59,167.57,3.64,32.48,145.22,59.22,40.78,90.81,14.84,14.06,0.05,7.17,12.69,0.04,2051.66,2.72,0.12,211.12,1853.24,12774,3948,5024.91,1.39,1.62,42428815,-0.019571541920127004
5525 順天,2013-09-30,5525,建設,-0.04,-0.11,-0.09,-0.42,-0.42,22.17,22.17,-9.19,-10.8,-11.31,-1.61,-11.31,99,31.36,-2.8499999999999996,0.51,0,15.66,15.66,15.66,2.9899999999999998,-0.52,0.58,-0.05,-0.06,15.66,-79.89,-84.82,-84.82,-107.98,-109.85,-110.9,-110.9,-110.9,-9.81,16.27,-1.92,-92.11999999999999,-102.19,-102.86,133.12,4.3,-192.64,122.69,55.09,44.91,75.72,-0.52,-0.61,0.02,1.87,48.77,0.02,4578.320000000001,1.41,0.04,185.09,4442,1361,-125,953.74,1.25,1.4,4508822,0.06334519572953727
5531 鄉林,2013-09-30,5531,建設,2.12,1.98,1.99,5.06,5.06,50.1,50.1,33.04,32.809999999999995,31.35,-0.22,31.35,245,17.07,1.24,1.06,4.46,13.34,13.34,13.34,2.04,0.26,2.41,0.8,0.79,13.34,307.21999999999997,270.72999999999996,270.72999999999996,506.05,487.37,458.4,458.4,458.39,24.99,24.439999999999998,1.44,28.05,28.259999999999998,33.190000000000005,195.37,7.31,26.54,189.09,65.41,34.59,152.41,7.96,7.91,0.06,32.339999999999996,2.8099999999999996,0.03,2714.27,33.89,0.16,67.38,2649.71,6071,2005,182.05,1.65,3.12,13604850,0.052531645569620145
5533 皇鼎,2013-09-30,5533,建設,5.55,5.37,5.32,9.7,9.4,38.91,38.91,33.75,34.4,33.3,0.65,32.3,478,5.159999999999999,41.08,0.92,3.19,23.53,23.53,23.53,3.4699999999999998,4.05,6.53,2.2,2.25,23.53,-4.07,10.8,10.8,15.43,18.37,18.610000000000003,18.610000000000003,15.11,8.28,15.17,0.84,201.47,686.9,749.9599999999999,267.78,27,6.6,75,42.86,57.14,65.94000000000001,22.05,22.47,0.16,167.13,0.54,0.16,556.3299999999999,0.5700000000000001,0.29,23.110000000000003,533.7700000000001,3323,1121,6019.6500000000005,0.82,1.38,4681003,-0.0020703933747411567
5534 長虹,2013-09-30,5534,建設,1.1,1.03,1.03,1.96,1.96,52.160000000000004,52.08,42.41,37.120000000000005,37.14,-5.29,37.17,80,9.67,-26.47,1.05,0,38.68,38.68,38.68,20.47,-13.09,2.03,0.86,0.75,38.68,-82.58,-82.85,-82.86999999999999,-83.8,-85.97,-84.88,-84.88,-84.86999999999999,37.61,37.93,-5.27,457.01,8097.91,178.25,178.81,6.5,31.1,135.8,57.59,42.41,105.88,8.6,7.53,0.02,11.54,7.88,0.01,7219.06,1.47,0.05,245.68,6981.2699999999995,6306,2674,4261.03,2.59,2.92,24881400,-0.04727662178702565
6177 達麗,2013-09-30,6177,建設,0.1,0.05,0.05,-0.68,-0.7,23.68,23.68,-5.57,-8.79,-9.82,-3.21,-10.18,43,29.259999999999998,-1.55,1.21,0,12.5,12.5,12.5,2.19,-0.49,0.86,-0.05,-0.08,12.5,37.28,50.06,50.06,-12.17,3.44,-7.98,-7.98,-56.64,33.21,33.53,0.41,-55.67,-119.93,38.75,142.55,1.71,1012.56,273.2,73.2,26.8,172.84,-0.48000000000000004,-0.76,0.02,3.2800000000000002,27.74,0.02,5262.7699999999995,1.04,0.07,172.26,5118.25,3295,-184,3168.09,2.51,2.34,5146837,0.0840463009562153
9945 潤泰新,2013-09-30,9945,建設,3.46,3.25,3.3,8.9,8.73,17.04,17.04,4.29,46.949999999999996,45.82,42.65,44.44,2050,12.75,9.08,0.53,3.49,15.03,15.03,15.03,3.4299999999999997,1.6,3.04,0.13,1.55,15.03,27.979999999999997,15.350000000000001,15.350000000000001,150.09,43.160000000000004,40.879999999999995,39.32,38.33,12.03,-18.27,0.94,-1.6600000000000001,5.73,7.59,134.63,26.43,7.67,162.62,61.92,38.08,123.61999999999999,1.31,14.360000000000001,0.07,1.73,52.56,0.16,561.02,1.04,0.2,116.61999999999999,496.95,1760,76,1737.77,4.05,5.1,71476306,-0.1319910514541388
9946 三發地產,2013-09-30,9946,建設,6.99,5.8,5.82,15.61,15.6,38.78,38.78,30.8,30.919999999999998,25.75,0.12000000000000001,25.73,137,7.970000000000001,3.8299999999999996,1.11,16.74,17.9,17.9,17.9,7.28,1.06,10.02,3.09,3.1,17.84,545.59,578.6800000000001,578.6800000000001,750.07,734.71,584.41,584.41,584.06,-7.06,43.949999999999996,4.66,45.36,84.9,78.08,162.60999999999999,17.7,8.32,155.79,60.91,39.09,104.81,30.86,30.979999999999997,0.22,91.54,0.99,0.17,530.42,14.360000000000001,0.61,22.27,509.15000000000003,14895,4588,1032.3799999999999,1.66,1,6018655,-0.07034303082935306
2363 矽統,2013-09-30,2363,IC設計,-0.04,0.43,0.59,0.44,0.44,23.04,23.04,-57.379999999999995,26.9,26.810000000000002,84.28,26.810000000000002,754,80.42,-24.85,0,0.34,12.25,12.25,12.25,-1.3900000000000001,-0.08,0.21,-0.12,0.06,12.25,-34.52,-68.29,-68.29,67.79,144.54,144.33,144.33,144.32000000000002,-10.55,-9.44,0.98,9.729999999999999,22.330000000000002,150.3,900.8199999999999,802.9599999999999,0,2.48,2.42,97.58,0,-1.1900000000000002,0.56,0.02,1.6300000000000001,55.760000000000005,0.6699999999999999,136.04,0.16,0.02,46.09,145.7,169,-97,1082.25,0.78,11.69,5859250,0.1562143671607755
2379 瑞昱,2013-09-30,2379,IC設計,3.35,2.5,3.13,4.5,4.37,42.28,42.28,9.870000000000001,11.96,11.53,2.09,11.19,2404,32.42,7.95,0.34,3.62,36.93,36.93,36.93,5.33,2.23,14.21,1.4,1.7,36.93,10.41,9.99,9.99,29.41,26.29,32.55,32.55,12.41,15.88,7.99,0.61,3.17,6.88,6.24,191.44,151.04,1.43,80.91000000000001,44.72,55.28,28.939999999999998,14.03,17,0.21,1.93,47.03,1.26,72.38,2.38,0.39,76.4,43.02,2985,295,1237.23,1.95,1.35,36457462,0.26868792472556197
2388 威盛,2013-09-30,2388,IC設計,-2.73,-1.34,4.14,-4.14,8.49,28.41,28.41,-12.67,-7.51,-8.51,5.17,17.459999999999997,2459,41.08,-22.419999999999998,0.77,0,6.49,6.49,6.49,-5.13,-1.51,3.52,-0.45,-0.26,6.49,54.18,35.94,35.94,75.57,88.76,87.43,87.43,141.35000000000002,-2.8,-39.32,11.24,17.110000000000003,53.57,-169.9,138.01,91.89,-16.150000000000002,186.75,65.13,34.87,117.74000000000001,-4.46,-2.64,0.18,1.6,56.91,1.3,70.26,0.59,0.49,51.06,76.1,705,-89,1186.31,3.85,2.34,12332575,0.012096774193548416
2401 凌陽,2013-09-30,2401,IC設計,0.98,0.58,1.27,0.72,0.72,40.06,40.06,1.95,4,3.21,2.05,3.21,2207,38.09,15.950000000000001,0.74,19.78,14.82,14.82,14.82,-0.38,0.66,3.93,0.08,0.16,14.82,-6.18,-3.6,-3.6,779.4,177,227.72,227.72,340.12,-7.92,-4.76,0.51,-2.13,100.55,-50.77,343.28,287.77,18.830000000000002,38.71,27.91,72.09,18.22,0.76,1.55,0.16,1.33,68.24000000000001,1.1700000000000002,77.8,1.07,0.22,55.03,91,1049,20,978.7900000000001,0.81,0.85,7043526,0.2426303854875284
2436 偉詮電,2013-09-30,2436,IC設計,1.63,1.34,2.17,1.72,2.41,22.35,22.35,3.7,11.42,8.79,7.72,12.34,294,18.650000000000002,-2.23,0,22.98,11.47,11.47,11.47,0.32,-0.06,2.2,0.08,0.24,11.47,-7.1899999999999995,-0.71,-0.71,26.51,8.93,16.08,16.08,5.1,1.16,-6.17,0.17,6.34,747.7,264.33,498.02,446.03,0,26.62,21.02,78.98,0,0.81,2.52,0.15,0.92,98.42,1.34,67.71000000000001,2.06,0.2,66.75,99.38,1659,61,794.8,2.56,3.63,6506700,0.5606441872169099
2454 聯發科,2013-09-30,2454,IC設計,4.2,3.55,3.68,4.63,4.61,43.94,43.94,20.17,23.16,21.58,3,21.459999999999997,6887,23.779999999999998,19.56,0.26,6.85,137.94,137.94,137.94,18.12,7.43,29.07,5.86,6.73,137.93,32.36,41.06,41.06,85.86,77.02,71.14999999999999,71.14999999999999,69.14,12.7,7.23,1.16,17.22,33.6,25.310000000000002,281.13,252.55,0.44,28.68,22.29,77.71,10.75,58.290000000000006,66.95,0.16,3.64,25.02,1.83,49.720000000000006,3.48,0.21,48.68,26.06,5664,1142,1624.45,2.67,4.01,493229823,0.12913181424863004
2458 義隆,2013-09-30,2458,IC設計,3.38,2.75,2.97,3.9,3.75,43.83,43.790000000000006,17.12,16.55,14.55,-0.5700000000000001,13.97,859,26.67,28.57,0.36,12.09,17.16,17.16,17.16,3.66,1.3,4.65,0.8,0.77,17.16,-6.92,-3.25,-3.05,-11.239999999999998,-12.18,-14.719999999999999,-14.719999999999999,-18.259999999999998,14.28,13.8,-0.47,-12.27,-41.1,-41.2,385.52,165.78,0.03,32.86,24.74,75.26,0.32999999999999996,7.49,7.24,0.19,1.37,66.2,0.8600000000000001,106.3,2.52,0.27,71.53,100.96000000000001,2207,378,866.69,3.13,2.79,21833885,0.3757155769810184
3006 晶豪科,2013-09-30,3006,IC設計,0.99,2,2.27,2.59,2.18,22.43,22.43,8.59,9.16,8.229999999999999,0.5700000000000001,6.92,353,13.84,1.79,0,10.13,22.830000000000002,22.830000000000002,22.830000000000002,1.6900000000000002,0.1,6.96,0.6,0.63,22.83,23.43,59.17,59.17,150.53,441.91999999999996,395.39,395.39,329.3,13.53,9.57,1.57,7.48,31.04,-43.809999999999995,407.22999999999996,274.89,0.13,26.87,21.18,78.82,0,5.6899999999999995,6.06,0.24,2.54,35.809999999999995,0.74,122.35,2.61,0.31,79.85,78.31,5006,430,1885.4,1.83,1.7,10585717,0.493193717277487
3014 聯陽,2013-09-30,3014,IC設計,2.81,1.85,2.38,2.52,2.5,40.839999999999996,40.839999999999996,9.34,11.25,9.54,1.91,9.49,596,31.5,12.94,0,15.17,21.99,21.99,21.99,1.28,1.02,6.17,0.58,0.62,21.99,-1.05,-1.95,-1.95,15.9,31.55,45.839999999999996,45.839999999999996,46.07,0.89,-13.33,0.53,6.2,64.39,114.63,281.34000000000003,246.26999999999998,0.61,42.97,30.06,69.94,0,5.76,6.94,0.19,1.4,65.16,1.22,74.78,3.01,0.26,70.66,69.28,1592,149,519.03,1.26,1.23,4270011,0.4101333333333334
3034 聯詠,2013-09-30,3034,IC設計,4,3.13,3.36,5.44,5.44,27.97,27.97,13.219999999999999,13.82,11.719999999999999,0.61,11.719999999999999,1620,14.75,5.71,0.16,15.22,38.48,38.48,38.48,8.05,1.42,17.38,2.3,2.41,38.48,3.2800000000000002,0.76,0.76,-1.92,-0.8600000000000001,-4.24,-4.24,-4.24,3.89,7.28,-0.12,-3.24,-6.470000000000001,-1.12,221.3,185.99,0.88,65.64999999999999,39.63,60.37,30.32,22.979999999999997,24.03,0.26,0.97,93.77,1.55,58.760000000000005,6.94,0.46,64.9,87.61999999999999,6527,863,939.63,3.18,1.79,74499478,0.2946744212566998
3035 智原,2013-09-30,3035,IC設計,4.05,2.35,3.34,3.07,3.3,45.83,45.83,15.09,14.02,11.54,-1.06,12.41,867,30.75,29.19,0.03,17.68,16.49,16.49,16.49,2.06,1.12,4.32,0.65,0.61,16.47,-26.86,-14.61,-14.61,-24.759999999999998,-30.41,-36.57,-36.57,-32.14,-4.92,1.12,-1.3,-0.8600000000000001,15.34,-0.32999999999999996,375.41999999999996,309.66,0.04,24.77,19.85,80.15,3.36,6.51,6.05,0.2,1.81,50.309999999999995,1.27,71.71000000000001,2.51,0.27,44.99,77.03,2026,306,794.74,1.99,1.79,13346090,0.3172190381260901
3041 揚智,2013-09-30,3041,IC設計,-11.69,-0.6,-0.15,-0.73,-0.74,41.660000000000004,41.660000000000004,-1.2,-0.41000000000000003,-4.159999999999999,0.7799999999999999,-4.22,524,42.86,-18.56,0,0,20.03,20.03,20.03,0.23,-0.57,3.53,-0.04,-0.01,20.03,-13.360000000000001,-23.14,-23.14,-105.98,-101.85,-123.36,-123.36,-123.96000000000001,0.98,7,-2.95,10.84,-139.34,-104.8,608.26,554.5,-0.04,15.56,13.47,86.53,0,-0.41000000000000003,-0.14,0.14,2.4699999999999998,36.77,1.22,74.35,1.51,0.18,75.97,35.15,2020,-24,1336.94,1.76,2.6,10541171,0.1344961240310077
3094 聯傑,2013-09-30,3094,IC設計,2.01,1.5,1.66,1.65,1.56,74.97,74.97,24.5,26.32,22.86,1.82,21.68,95,50.47,44.41,0,13.14,14.98,14.98,14.98,0.88,0.34,1.07,0.26,0.28,14.98,-2.8299999999999996,7.109999999999999,7.109999999999999,75.57,74.92,46.65,46.65,39.07,1.89,0.52,0.42,-5.6,23.99,13.82,1532.87,1472.7,0.05,7.07,6.6,93.4,0,2.55,2.74,0.07,2.23,40.730000000000004,0.71,127.28,0.62,0.07,72.36,95.64999999999999,935,229,1508.21,1.26,4.38,1565053,0.7560509554140128
3257 虹冠電,2013-09-30,3257,IC設計,5.71,4.63,5.04,5.3,5.3,62.32,62.32,30.57,29.74,29.74,-0.8300000000000001,29.74,67,31.75,54.92,0.08,0,23.810000000000002,23.810000000000002,23.810000000000002,3.38,1.22,3.49,1.07,1.26,23.81,19.51,49.17,49.17,87.92,98.16,98.16,98.16,98.16,55.26,65.95,2.73,0.12000000000000001,11.67,16.919999999999998,1180.77,1009.31,0.04,7.78,7.22,92.78,0,10.67,10.38,0.16,0.91,99.46000000000001,0.51,179.60999999999999,0.98,0.18,64.98,214.09,2719,831,2913.94,2.54,4.88,3153605,0.42868237121408215
3443 創意,2013-09-30,3443,IC設計,2.01,0.73,1.69,1.14,1.12,18.25,18.25,2.08,2.25,1.8800000000000001,0.17,1.84,468,16.17,-22.52,0,16.48,24.2,24.2,24.2,2.06,-2.67,14.58,0.3,0.33,24.2,-33.07,-40.18,-40.18,-82.22,-80.79,-81.55,-81.55,-81.8,-11.16,-3.8499999999999996,-3.19,51.349999999999994,102.32,94.61999999999999,265.5,205.15,0.39,52.75,34.53,65.47,0,3.03,3.2800000000000002,0.39,2.07,43.98,2.4899999999999998,36.53,5.68,0.61,53.13,27.37,4174,87,727.16,3.6,1.75,11672358,0.25930829058414684
3545 敦泰,2013-09-30,3545,IC設計,2.26,1.63,1.86,3.6,3.72,17.53,17.53,6.109999999999999,5.39,4.52,-0.72,4.67,251,11.42,-11.68,0.61,16.14,21.279999999999998,21.279999999999998,21.279999999999998,3.4299999999999997,-2.23,16.51,1.01,0.9,21.28,69.31,76.48,76.48,233.9,309.75,305.95,305.95,415.72999999999996,96.56,18.74,1.27,-20.84,-44.63,-53.839999999999996,246.31,116.06,5.51,124.48,55.45,44.55,48.44,10.16,8.96,0.34,0.81,112.07,0.91,99.54,70.74000000000001,0.8,88.98,122.63,9224,564,125.8,2.4,0.78,7114449,0.10394713341668155
3588 通嘉,2013-09-30,3588,IC設計,3.03,1.79,2.37,2.28,2.31,35.55,35.55,12.15,12.27,8.96,0.12000000000000001,9.08,119,23.4,-26.07,0,26.94,25.130000000000003,25.130000000000003,25.130000000000003,2.2600000000000002,-1.63,6.33,0.77,0.78,25.13,-6.659999999999999,-10.729999999999999,-10.729999999999999,-17.47,-22.04,-33.63,-33.63,-33.260000000000005,5.01,0.97,-0.9,5.71,10.05,-21.21,478.38,409.86,0,25.58,20.37,79.63,0,7.6899999999999995,7.76,0.2,1.37,66.55,1.31,69.54,5.04,0.25,90.32,45.77,2395,291,462.76,1.62,1.79,1837469,0.4943019943019944
4919 新唐,2013-09-30,4919,IC設計,4.5,1.11,1.95,1.99,1.78,40.14,40.14,8,8.53,3.13,0.53,2.79,1495,32.14,23.68,0,63.27,13.32,13.32,13.32,1.3900000000000001,1.65,8.4,0.67,0.72,13.32,-9.850000000000001,-12.44,-12.44,-34.65,-33.44,-69.89,-69.89,-72.39,-4.62,-4.52,-2.43,-8.209999999999999,-20.88,-52.36,233.63,164.02,0,70.66999999999999,41.41,58.59,0,6.72,7.17,0.35,1.84,49.33,1.1,82.94000000000001,3.98,0.64,58.09,74.16999999999999,1167,93,294.32,2.09,0.84,5790757,0.32881002087682676
4952 凌通,2013-09-30,4952,IC設計,6.2,3.99,5.3,5.62,5.59,38.260000000000005,38.260000000000005,13.450000000000001,13.11,11.27,-0.32999999999999996,11.219999999999999,448,24.810000000000002,38.339999999999996,0,14.05,18.19,18.19,18.19,1.9,1.94,8.83,1.19,1.16,18.19,-1.49,7.1499999999999995,7.1499999999999995,40.120000000000005,33.07,27.1,27.1,29.43,-4.53,5.38,1.11,-10.11,-17.939999999999998,-23.71,335.55,269.97999999999996,0.12000000000000001,33.53,25.11,74.89,0,11.870000000000001,11.58,0.35,1.35,67.59,1.6700000000000002,54.42,2.54,0.5,61.41,60.6,2144,288,836.9599999999999,1.57,0.97,3106668,0.33333333333333337
5269 祥碩,2013-09-30,5269,IC設計,3.22,1.03,2.39,1.29,1.24,36.4,36.4,6.619999999999999,5.87,4.92,-0.76,4.71,170,29.779999999999998,65.08,0,16.2,18.919999999999998,18.919999999999998,18.919999999999998,1.53,2.08,4.93,0.33,0.29,18.92,-33.61,-40.74,-40.74,-78.5,-80.36,-81.67999999999999,-81.67999999999999,-82.25,20.75,31.73,-4.24,-9.56,-50.1,-55.41,576.72,505.94,0,16.979999999999997,14.51,85.49,0,3.2600000000000002,2.8899999999999997,0.21,1.3900000000000001,65.42,1.36,66.84,2.48,0.26,31.75,100.51,1634,108,653.91,2.06,1.86,2193454,0.7385405207187384
5471 松翰,2013-09-30,5471,IC設計,4.25,2.84,2.98,3.71,3.42,42.78,42.78,16.5,17.43,12.28,0.93,11.32,486,26.279999999999998,37.83,0,29.53,18.630000000000003,18.630000000000003,18.630000000000003,2.73,1.23,5.54,0.91,0.96,18.63,0.88,-2.3499999999999996,-2.3499999999999996,-7.21,-1.73,-15.77,-15.77,-21.8,-2.62,-1.22,-0.39,-7.13,-18.93,-27.279999999999998,530.98,461.16,0,20.39,16.94,83.06,0,9.129999999999999,9.65,0.23,1.6500000000000001,55.18,1.56,58.25,1.97,0.3,49.839999999999996,63.59,1912,315,976.9399999999999,2.1,1.89,6555597,0.3650949574328749
6202 盛群,2013-09-30,6202,IC設計,5.09,3.98,4.38,5.42,5.42,47.949999999999996,47.96,20.97,23.38,20.2,2.4099999999999997,20.2,608,26.99,15.350000000000001,0,13.61,16.53,16.53,16.53,3.05,0.58,4.31,0.9,1.01,16.53,3.61,12,11.870000000000001,23.830000000000002,22.5,19.41,19.41,19.41,4.47,4.88,0.67,-7.359999999999999,-5.59,-10.7,405.3,180.7,0,25.87,20.55,79.45,0,9.04,10.08,0.2,1.53,59.43,0.89,102.31,1.91,0.27,99.42,62.309999999999995,1594,334,826.89,2.18,2.14,8053699,0.3703920421299006
6243 迅杰,2013-09-30,6243,IC設計,-0.98,-1.43,-1.15,-1.61,-1.68,27.85,27.85,-4.35,-8.2,-8.2,-3.8499999999999996,-8.51,150,32.2,-32.82,0.53,0,14.360000000000001,14.360000000000001,14.360000000000001,-1.1500000000000001,-0.54,2.86,-0.12,-0.23,14.36,-19.47,-17.01,-17.01,24.14,31.01,35.8,35.8,34.17,-13.59,-11.3,1.25,13.39,59.07,2.8,944.91,801.8299999999999,-0.33999999999999997,11.77,10.53,89.47,1.1400000000000001,-1.21,-2.2800000000000002,0.18,0.9,101.53,1.41,64.47,12.219999999999999,0.2,52.24,113.76,1395,-61,109.49000000000001,0.91,1.25,956272,0.2834008097165992
8016 矽創,2013-09-30,8016,IC設計,3.31,2.18,2.68,3.1,2.83,23.830000000000002,23.830000000000002,7.5,8.48,6.34,0.97,5.79,435,16.330000000000002,24.979999999999997,1.86,25.25,28.8,28.8,28.8,2.98,2.57,14.3,1.07,1.22,28.8,17.49,18.35,18.35,58.07,50.54,26.07,26.07,32.309999999999995,3.62,2.6,0.46,19.810000000000002,43.44,32.43,291.19,167.39000000000001,0.72,36.89,26.95,73.05,1.02,10.729999999999999,12.12,0.34,2.3299999999999996,39.11,0.8600000000000001,105.91000000000001,2.36,0.49,53.05,91.97,3916,294,1644.31,1.39,0.8,4753965,0.13637528838759294
8081 致新,2013-09-30,8081,IC設計,3.25,2.68,2.92,4.02,3.91,36.36,36.36,16.310000000000002,17.17,14.56,0.8600000000000001,14.15,300,20.05,24.9,0.23,15.19,44.839999999999996,44.839999999999996,44.839999999999996,6.54,4.79,12.16,1.98,2.09,44.84,-18.93,-20.25,-20.25,-33.160000000000004,-24.95,-25.939999999999998,-25.939999999999998,-26.2,4.71,-1.3,-0.9,2.61,14.7,9.55,255.17,225.20999999999998,0.91,43.68,30.4,69.6,15,19.73,20.77,0.18,1.06,85.51,1.46,62.230000000000004,1.74,0.28,76.07,71.66999999999999,3475,567,1987.03,1.87,1.78,7186745,0.2904267981635776
